"","CTRL_1","CTRL_2","CTRL_3","RBM47KD_1","RBM47KD_2","RBM47KD_3"
"FMO3",18.7602031741686,16.2403460161085,19.013782209894,19.0325214031805,19.8826349133473,8.5369079624587
"FMO4",69.4955122296793,72.3308710585296,61.5405032137286,42.1367545037095,67.4790225726288,83.4533147836059
"FMO5",450.824840988612,463.259580599785,500.322527372433,426.481407021801,441.417120033071,453.596615756811
"FMO9P",2.97572395088643,1.00848052889152,5.69441862486148,1.04979198056017,3.07915731919258,1.95514547511051
"FMR1",5199.325961326,5483.58019053434,5120.06664321853,5908.51130018519,5944.44627599845,6544.22886991817
"FMR1NB",1000.34322772128,1128.30000914139,1128.52417485281,923.617698245986,984.300451924267,941.293775760802
"FN1",42906.5825812372,41197.4605874498,39214.5286171004,30999.0471278731,30660.6526482394,31287.9392959925
"FN3K",390.756074575214,334.387454160671,369.955645222904,362.774958592345,325.943415896553,282.394987194975
"FN3KRP",689.041739837216,657.58974018832,670.465214002995,717.472342691591,690.928857055576,616.319471080262
"FNBP1",3284.91968493319,3613.04710449612,3286.61156657427,2983.07046658909,3059.54761373107,3246.86258580253
"FNBP1L",4056.83831427951,4235.76239231806,4111.03181109858,3369.03464900239,3380.56586916542,3512.48427125169
"FNBP1P1",150.981487487836,172.128667494566,163.393393011432,145.101078167875,137.068057579989,148.754105658146
"FNBP4",2309.45062861326,2207.80325846811,1889.14804407566,2393.76383973416,2445.07040786815,2077.92876256272
"FNDC10",256.372576393739,243.810945387213,226.838248906604,220.540936692743,196.531931689442,162.657232512335
"FNDC11",44.5905624655238,62.8970640159501,58.5754103427044,60.6498033684514,71.4260768829459,58.3973032976746
"FNDC3A",4210.35440980262,4321.99916288027,4031.97624158755,3881.9634977776,4152.73323325831,4315.61309236485
"FNDC3B",21398.5312436327,20386.7033834882,18961.6339876288,18644.4605301521,18914.7973971996,19618.3363783188
"FNDC4",7.80353853315231,7.89696500825362,7.46419084900433,16.859251476297,22.534882677002,12.3755854261087
"FNDC5",2.04879106060904,3.47243681347461,1.21467831554705,11.7522519754262,6.3589188752516,10.219890810578
"FNDC7",2.54697274228511,1.72643856900091,1.98755573475236,4.53121129579391,0.884856987941064,0.856128811401258
"FNIP1",2117.93979063167,2024.67608815949,2001.89771955711,1942.74769562867,2017.90140188001,2014.57020178033
"FNIP2",709.912326688629,845.526112469079,613.41506674375,455.281148641514,459.472905172471,530.314886801994
"FNTA",5634.51065337087,5602.80913182952,5677.9948372511,5784.06165465729,5471.53738940945,5767.35060724305
"FNTB",547.799872984689,483.607617458856,492.23236998112,555.32800385893,534.626765432035,509.284607581909
"FOCAD",1401.75910546875,1612.05194247066,1461.67867066831,1959.00275913161,1567.92255710428,1688.31198316154
"FOLH1",41.3474357566864,32.8043565538863,59.9506320570956,32.2631231376983,32.5066606097521,32.5249006056319
"FOLR1",28.022212846442,47.6234286120715,40.8824461803147,46.2296181688063,23.6066217052766,17.2950976209114
"FOS",186.338547408107,150.632249178718,163.238497970745,192.167046959391,166.805392208238,168.282943650827
"FOSB",31.8274992276119,52.8160964523592,44.0192804723869,35.525929012309,34.6135097639432,25.5584562785218
"FOSL1",429.980084668028,384.220585919323,392.391119604107,443.363823956988,471.3822301569,522.822141077687
"FOSL1P1",7.74675116475269,1.99900966043248,4.7125159987873,5.30402541809977,8.16866536385578,3.03617775883525
"FOSL2",6466.24671966664,6226.12482839177,6004.6915712861,5667.48032424102,6001.85767410575,6601.16070154836
"FOXA1",1615.47863925545,1703.47731420895,1752.84478059406,1187.91652143022,1157.50929410354,1248.0396111614
"FOXA2",529.520766171914,535.885635422572,545.517122109284,550.799837989498,537.171574863795,455.738199587307
"FOXA3",1.94756755405088,2.99326408533921,2.81197534393676,4.23210394402776,3.06058717939909,7.12101067440382
"FOXD1",508.776138719761,576.753430177381,533.213910683265,504.638358083542,507.052595285743,502.366468256179
"FOXD2",64.8698165032607,47.8093940196415,53.4105990901685,35.9492892778058,39.6964291090517,27.7634272058604
"FOXD3",53.6206054066463,39.9038565862525,65.3085558672796,55.7352943123762,45.7681004549459,45.7565587463124
"FOXD4",14.5141499882429,13.9980398060275,10.2189743027899,7.39787178875367,10.1778753356966,12.4125554193458
"FOXD4L1",15.5558918404882,16.9763543320385,19.8061548024279,15.8602208037886,12.2485762411372,13.1543593558991
"FOXD4L4",3.89340357014945,2.00081856357545,5.64685930078123,3.18435743556332,1.01837051924474,1.00946383771533
"FOXD4L5",15.6639589083169,8.01817366696161,14.1522991983452,14.8289603933125,14.2957182993721,17.976664906282
"FOXD4L6",1.95332053053967,5.04622461005893,0.937691454903462,2.13293600629585,2.05066394299929,0
"FOXE1",716.516884741831,771.986956401576,748.665738405025,551.413567594283,604.588343310661,544.816394032838
"FOXE3",14.4079879487866,13.944517878122,8.27745401926175,12.6307385933093,10.1399585314895,9.5833426556069
"FOXH1",1.56577139288063,5.94292551408437,3.79757679275476,7.72598019938709,5.74123387259973,3.21541106047166
"FOXI3",11.7293034342013,12.9699625381818,14.9867442567195,6.32569105190859,13.2874440937454,7.11163660845981
"FOXJ1",779.24357946694,789.289325373895,894.563554726685,758.643125811837,627.812190512975,509.45543965391
"FOXJ2",682.648535894676,721.045665681632,682.173271975815,726.269262552998,829.931240968438,757.395192486544
"FOXJ3",4174.10870490819,4124.7442286518,3945.6789911356,3890.69475847106,3897.81814776132,4120.89240549562
"FOXK1",5435.6467655091,5169.56638012669,5401.56055110884,5215.20172566478,5129.9628297178,4943.07299375902
"FOXK2",4698.96497612895,4350.3013565572,4180.37098895292,4682.45755565261,4391.66263072002,4634.01831197557
"FOXL1",6.58484888091978,0.621003250300688,1.17159010983589,0,3.81990760065007,1.87319498020672
"FOXL2NB",12.7250847279384,12.9880081001543,11.3419211604865,11.5654849940055,15.3904766485662,17.0488480032749
"FOXM1",66.7822605817501,117.417306902376,100.97330954968,146.830640877068,192.903341108045,218.071482695637
"FOXN2",1565.02313453665,1583.67409511763,1427.22652583178,1276.79173279594,1585.62744612919,1539.33864579423
"FOXN3",2476.01619981069,2432.24336703678,2327.53680660943,2197.87795837935,2186.0190151103,2194.42919452516
"FOXO1",364.444346454035,378.51737953601,426.496313023653,407.301715923957,407.851044860002,449.418180233412
"FOXO3",4029.8663902167,4168.62707049918,3970.86514617271,3773.21873799185,3902.69847611154,3966.88656999256
"FOXO3B",233.409677101367,227.229093669431,230.412293414523,189.926125476837,219.807221123997,198.003729445945
"FOXO4",340.123116438252,270.003114540418,392.080514941228,272.751399644397,327.231803519746,263.421977685556
"FOXO6",9.09575307753762,36.1435671125604,18.5048197488315,42.7059876691472,11.6211291232102,22.2186138748213
"FOXP1",3281.44301841069,3052.97607817943,3351.35051945767,2915.91781627698,3146.45088406303,2933.34474400548
"FOXP2",428.167572037826,364.202252268327,401.198143349639,401.302770340137,245.414177749467,268.105582248416
"FOXP3",5.89598748240404,6.03118791533632,10.1153637816306,7.50117810075886,4.10547286934396,8.00773369380716
"FOXP4",2000.94593740386,1905.60477760057,2036.81942776961,1785.27287769809,1783.88033366594,1734.39828752167
"FOXR2",155.048564651911,137.661210678777,138.181383476698,148.293372533379,153.150614069357,173.854605897348
"FOXRED1",395.052741836488,384.588209767022,364.468997835688,391.169533749614,369.614014276198,374.993301344142
"FOXRED2",3050.43385696288,3055.86633681061,3280.40015481026,3226.52013167838,3320.46495352734,3160.78949654742
"FPGS",1322.22506847361,1189.0842275417,1302.93730507708,1255.66345766317,1172.51656520102,1235.08025146508
"FPGT",293.109024128668,398.76892134306,306.971709587595,221.085032761311,202.531394677574,259.426979653306
"FPGT-TNNI3K",167.48912742967,177.661922126777,96.6285285876397,189.294398051271,270.419189200497,122.526787632699
"FPR1",7.60244535197083,5.78927275514954,6.40609794558856,6.10285616386227,5.93605182977063,14.2108911434795
"FPR2",3.98336799173175,8.6534105689385,5.36254678592903,6.17528848809172,3.50174013098124,2.3641869230297
"FRA10AC1",768.845112423479,637.209357409795,591.240384235973,668.763642995197,695.088264687549,587.482657819013
"FRAS1",3906.2961221975,3753.34502886693,3735.50942309448,3859.5016412515,3948.60910339156,3855.95572655936
"FRAT1",33.1092508645734,42.1806978585249,36.0558132427824,32.3474854271229,37.0720264253006,47.4486614734872
"FRAT2",302.956045894168,321.919817341258,320.232111730084,300.915285896813,335.479365272282,289.105274092909
"FREM1",51.3030088504999,18.6004951352636,23.0113469851022,41.4137127737434,45.3080506119655,39.7871760645803
"FREM2",46.3110770456871,43.5449273048864,32.0710063432567,119.406729263234,50.0617685657432,76.5989061368183
"FRG1",997.717388723871,1040.31315499662,1077.05203626141,1035.73138087059,1031.9519840958,1073.77851532624
"FRG1BP",122.760409702829,152.130508753051,125.134150931508,107.278413585532,101.115295239655,47.8253950126418
"FRG1CP",318.806887658101,294.446059488863,353.896460040635,276.160680302435,329.952599834982,410.79640494613
"FRG1HP",576.716960315785,588.402611445863,616.68076617364,636.719541469112,621.825000405419,635.867011404653
"FRG1JP",149.522247947992,157.617947217333,145.341649198575,171.406007655876,188.434680091713,152.843928711576
"FRG2C",2.94939332150552,1.00454413194483,0,3.14657803925824,4.09925142083994,0.991898870511517
"FRK",3718.84384316226,3738.65076237948,3557.80446470667,3111.36968586823,3381.40418881769,3534.34822831147
"FRMD1",0.973989066464104,4.98276192942485,0,3.17663243884596,5.10015999892497,3.01312537800045
"FRMD3",135.519399034265,116.177852310984,155.848803448765,134.536730924671,97.2882669848574,114.572796888588
"FRMD4A",1.97360786682227,5.50316550251593,3.30709616354469,2.73225597756689,4.42963337135861,7.45307648393079
"FRMD4B",1414.64897472701,1376.61877516014,1431.56659603411,1770.46931646426,1743.82483725336,1934.93947356742
"FRMD5",1152.24081420208,1138.00827897207,1161.78282516543,865.404441255419,793.627539388251,813.160115073012
"FRMD6",1467.17738196608,1441.36287687273,1404.33355253332,1346.9095996074,1493.82280823589,1636.93330556843
"FRMD8",1241.48058813607,1289.82800218836,1579.43541815006,1348.75501524191,1258.92135325385,1098.61654289497
"FRMPD1",83.7562384684646,62.1628361659101,65.5478948932829,84.9397285720495,75.8326116592619,92.9039375673752
"FRMPD2",13.4427671073123,7.6836487800952,8.80622502705633,6.58770068067355,6.63991236986603,9.45834465638522
"FRMPD3",118.161936142035,117.635881651433,118.843588712345,121.676183809303,119.113428526319,122.296341957953
"FRRS1",479.388931875747,411.51581280522,486.218835717874,482.114675646019,622.672462943886,524.510005759204
"FRRS1L",22.7831872852368,33.2710906181162,27.4458140642573,38.8423797513302,28.7179381966985,34.3914789928517
"FRS2",1558.87593479946,1287.36518505392,1374.5024361428,1100.91092688323,1476.64144827848,1514.27833331311
"FRS3",174.380469152323,98.0141275023659,113.734382151206,128.879538646495,118.172867520853,118.769916667042
"FRY",312.459693283649,251.775547917072,248.410969518547,319.915501667373,306.856651169645,255.312858777075
"FRYL",6958.90689496267,7154.30413605052,6179.22776570301,6481.02288447312,6195.21899183417,7331.69632368984
"FRZB",5.8698477375269,3.00221121006441,0.943454551996481,2.09183935630284,3.08899928638084,3.01585050760183
"FSBP",5.88272490067586,3.99956843463431,7.63548712088043,16.6869473871199,14.6422419603568,21.5555461666116
"FSCB",1.9694435356853,3.01700626553277,0,4.21886786834674,6.17481811066382,1.95912578331555
"FSCN1",4234.60744686254,4257.65150576866,4574.24397726939,4321.84694075404,4254.61775481705,3766.84800396645
"FSCN2",71.8931496672326,53.7897853996805,46.6958006236904,42.820040888329,53.243446272319,42.1250064388391
"FSCN3",5.84259113472439,3.5337662714252,1.68090008952519,5.87053105153105,6.61315971237689,6.4127177409728
"FSD1",204.112270223106,193.132479080194,198.38830289587,260.543919064927,228.013123654841,191.910520024985
"FSD1L",97.530980709457,96.0579774014331,88.7358943261081,122.818376214445,82.8320564764343,138.301853887433
"FSD2",42.4824869121751,50.1540195097329,40.9395651251751,40.0432595279866,36.0047698850038,55.7294874341485
"FSIP1",35.6566755378685,30.2472538457115,31.3932862504245,39.703090261799,32.0431996072334,32.1642300133365
"FSIP2",2105.2471452928,1936.19604823024,1921.9098722062,2136.24389842823,2287.67830333854,2190.39402360845
"FST",22.4580029399493,26.7972215457297,21.4297523095418,36.5439728113887,28.7053734189321,34.3333349188417
"FSTL1",14.2253231504125,27.0669308938022,13.7563323888333,16.0540670575916,10.9625959890709,19.5180057059763
"FSTL3",890.755291850048,733.075135927284,876.655373245269,812.914743331158,792.482274452503,643.366855349371
"FSTL4",207.417126404357,214.315157662199,194.21272577838,202.412951713686,210.175593187272,216.623677547552
"FSTL5",8.36337147825784,5.66862932560175,2.6759445366694,1.92599724384878,1.93402070438451,4.57088627958008
"FTCD",339.727052507677,250.984028218642,273.098524302529,313.447932862206,339.351793615109,260.111775750018
"FTCDNL1",87.3623973592994,72.5886578786662,70.0277394149764,72.5674707146839,76.1194075855482,71.1577741157887
"FTH1",105697.957683816,110509.414763051,111935.563185597,74134.8383332423,78154.8770508127,86107.9151721175
"FTH1P10",63.8196990672406,66.4972524383225,41.1074795036714,37.1546988069396,38.0909372358504,42.230901206983
"FTH1P11",22.7161614890569,28.0627256818899,22.2394604129959,22.1980917843005,15.5299192533634,24.9042683179302
"FTH1P12",17.6600804382632,16.8661909932772,28.5374008712365,15.7555454871034,10.3563592831954,16.877891935974
"FTH1P15",9.81837193879563,16.0086702099713,15.896644669397,10.4601591738181,8.34961073952013,12.9627610734396
"FTH1P16",41.9287994862315,39.61479189606,37.1438396795668,30.2852517413758,21.9045087961475,33.9365706637199
"FTH1P2",14.7684390588996,17.0553367839577,23.0992281781314,11.6017779837684,7.25318366128886,12.0311342124922
"FTH1P20",46.0682217969206,54.5562030555831,34.9830100966425,27.3041004064882,27.9811182920618,43.9801147996955
"FTH1P23",27.4898318061816,20.9663275836563,32.2547894880047,15.7905926953019,17.5007404550189,20.8387757565685
"FTH1P3",29.2331541572727,21.7861152537365,24.433666778854,20.8850255610228,21.9430214268958,21.2231727918413
"FTH1P4",10.7682561650968,17.8787499931485,8.45552174970359,6.28136697106276,12.5144917305665,11.0291630757387
"FTH1P5",5.86300269260893,6.9059003505951,4.78603130803382,3.12065711718805,5.20212567259652,13.0170051633526
"FTH1P7",59.6230712104373,61.5275521984054,29.2818719253621,33.4759144373144,34.3181460650914,39.1266493992003
"FTH1P8",38.2553019369854,24.9015575630791,28.445651505474,18.9287003771443,23.7687606121139,22.8450799548365
"FTL",15882.7641364821,14823.4903855569,17700.1002902225,14261.9664477135,13008.9672757589,12420.8522277686
"FTLP12",0,0.989954587992072,0.91935722403258,2.09295254304554,1.03082151161769,5.16660332073347
"FTLP14",28.2516840236526,36.8987051606646,28.2107960747274,31.561052700304,33.9816409965396,27.2805611554072
"FTLP3",3.90590995205166,1.00060360680742,3.69318212408256,2.123537549986,1.03150465192512,2.02424848360426
"FTLP6",2.92600874954847,3.01084154599198,1.87037736741564,3.14768249006506,5.16316821506381,5.04119871136054
"FTO",2711.04430807693,2735.32692400036,2877.52587150685,2835.165423761,2777.90103678023,2863.09617496025
"FTSJ1",2107.78304016651,2017.86280013448,1968.05625743886,1511.55789980435,1575.58438660937,1594.72343238298
"FTSJ3",3754.67440143971,3804.63356746435,3660.93230769699,3864.95109444988,3425.24722198361,3603.99550898963
"FUBP1",4626.5227418519,4352.69438730091,4297.04894458062,4634.04303605084,4439.69506144403,5175.49923252086
"FUBP3",3871.59777160722,4300.06397616371,4087.07494053055,3754.24284369988,3518.73727847132,3459.7417625631
"FUCA1",6279.85953522147,6430.04318778228,6671.58757636975,4536.76932280944,4342.77737459493,4156.82118241416
"FUCA2",1435.79370628257,1473.05929052362,1495.31165003103,1391.12448168026,1455.39860922754,1405.46643471722
"FUNDC1",569.283227394692,585.184846239559,569.470644066406,719.23647181682,660.225028410531,720.667217522103
"FUNDC2",848.772879479238,873.098310859815,890.84350927918,954.66045092222,868.500363408741,855.919912080274
"FUOM",107.15705282071,86.3265305355613,102.460395991696,88.0551470593872,91.504306405685,77.0133697895719
"FURIN",3391.72557399826,3632.75942659378,3863.56441099059,3229.35769727658,3126.40006406683,2868.94376475816
"FUS",7153.29912863478,7420.02260137417,7292.76565419997,7624.68059739161,7643.01937402579,7996.80200211286
"FUT10",382.692632534434,377.653146871521,363.805064735605,360.997977046236,429.196806646621,427.309015274101
"FUT11",231.667971051062,230.754506170806,260.189765058134,271.082472546547,257.377590438209,265.175960711548
"FUT2",384.251326762114,417.715384877584,466.040986831902,369.050349349985,468.209005779548,369.438643528107
"FUT3",564.828423250407,581.979252681387,563.133882453315,601.64720458133,548.211306055089,510.79425922611
"FUT4",106.824578501539,106.260334713205,107.150308786637,112.358261510708,139.4332805511,121.713295131354
"FUT5",19.7680867075236,16.0543371654725,26.4079965561266,27.8080560559287,38.900553490859,22.5557904736688
"FUT6",39.0590977798327,52.3840816927418,23.7942249304592,27.4342127759449,25.1426760707231,24.9300761045598
"FUT8",6475.05570594319,7027.43030173645,6959.05268462035,6305.52046934153,6921.73690640645,6820.88669830309
"FUT9",531.481274380273,533.289662887495,430.422556915702,465.862349712162,488.701078234635,477.042601114279
"FUZ",165.934609885212,208.59123573012,216.785202650545,181.779163318877,188.248910105789,131.081341955956
"FXN",181.877989978075,141.633120108876,175.770086159124,118.770959021589,134.365106811962,101.801331405715
"FXNP2",4.85725557450511,2.97783206106378,2.84221244987552,1.03972406536113,2.07060026871221,1.01690516423201
"FXR1",6152.94211494811,6569.0511247033,6152.63034423688,6787.97325332204,6497.37289814701,6399.18310151934
"FXR2",1198.49366984908,1230.34617744844,1230.17139092854,1253.39555166059,1105.77300703251,1116.15059014967
"FXYD1",24.8827350016543,17.1502005851198,17.6995646958677,31.9888592005795,15.1329613273106,16.8196474362331
"FXYD3",1490.78686382492,1787.83704833705,1738.53129212829,1568.08882987985,1728.90833832656,1537.02368941827
"FXYD5",4007.61388060078,4193.02528452179,4301.63524679812,4841.48829442002,4879.53247123569,4255.64038828931
"FXYD7",8.64574043929586,3.22512138734472,1.92102661024112,9.64292592881504,4.1992054282121,3.18673638023228
"FYB1",289.731521541458,311.276499369049,307.82574355614,251.998775253736,291.751066973646,287.110993843723
"FYB2",8.23388056581168,5.30311555850298,0.597727338038583,3.49326960618122,9.46881252146198,3.33600037903655
"FYCO1",2491.47406541565,2596.64182308306,2626.34941991151,2469.10667643901,2495.02797118001,2255.95597874614
"FYN",1045.15312522713,1010.13382209962,936.507170757145,916.507854524988,904.342915621979,800.271145798475
"FYTTD1",2694.49443187143,2697.12895510004,2609.60774108571,2886.32791434581,2925.66315331861,3338.0246426249
"FYTTD1P1",2.96460054045653,6.04399263367112,1.90343910003196,2.10683958396351,0,0.979043238699001
"FZD1",237.526591493528,226.104153698724,203.628522739191,190.214861236952,185.421647032828,192.686695653629
"FZD2",203.46202520146,195.004122865208,216.460306401527,238.916776081147,249.778599260499,213.309039279136
"FZD3",1367.88910940936,1530.59019252791,1359.29609409375,1649.32855715376,1597.68573212692,1532.99987498229
"FZD4",450.729217995804,488.293928590037,488.03139254806,741.915737788094,773.807885537814,728.241081574373
"FZD5",2218.35227344694,2423.89432816496,2369.58857236345,2322.91616772778,2362.46293459536,2504.96427496778
"FZD6",3991.32601335368,4239.92079522313,3957.45251386112,3742.32346311965,3872.31742149308,4153.30054269438
"FZD7",534.134475783437,522.591171249974,494.216180265269,602.443406219684,602.81880875277,610.257156661206
"FZD9",9.64608981569461,10.942152656072,11.1152984273423,8.44641850144685,3.05564962376366,5.23123016788696
"FZR1",558.200750638077,666.276424152771,624.635865499982,838.065283763772,699.950924756561,614.101021326118
"G0S2",248.870489047983,283.7154455097,243.136773184093,236.97786441655,261.59397971872,307.411151588203
"G2E3",1352.85187152901,1322.76413938323,1200.15219209444,1287.6422150763,1446.50549519834,1579.77492927678
"G3BP1",9229.22877773485,8770.52221234564,8964.11689457977,8575.82519544703,9636.01865787926,9638.19591150821
"G3BP1P1",9.89844219912813,11.0208028874563,10.5357375331643,20.0203214017815,19.6011440346038,14.5273478893395
"G3BP2",8215.95959250301,8560.23006980346,8081.96357199843,8270.29588784732,8357.91379039804,7997.58861697332
"G6PC1",1.96749438008681,0,3.78210686403261,2.10003242990758,1.02531134301001,0.994128824304358
"G6PC3",508.70161009835,560.778416260768,563.875797352869,416.133173301447,440.458020520238,378.328676081355
"G6PD",5132.04260720445,4706.75281943487,4816.76289208958,3864.22082747058,3848.74231458946,3454.22538984003
"GAA",8855.71781856309,8111.43756504104,8986.23256748017,8422.99424971238,8114.98862970427,7080.37938531584
"GAB1",1396.5693934275,1355.46475978453,1179.95752026278,1175.68970161674,1083.96733203473,1062.13144542216
"GAB2",755.418411879445,721.58920730777,781.350591442429,419.786350785633,464.863182864863,475.20343007631
"GAB3",12.2599030414287,5.10602627488045,9.682952853841,10.7319830870966,21.3903667870559,9.22898310185889
"GABARAP",2917.77052796063,2847.82531767665,3049.57284554531,2666.34157792032,2568.10371368099,1838.73266106051
"GABARAPL1",1508.45927786538,1508.48248642249,1427.07519159487,1353.94653033899,1264.29400838779,1360.18235020164
"GABARAPL2",2625.00960708572,2858.76610213735,2747.68259544188,2488.03624523795,2459.8742373184,2529.14159657674
"GABBR1",522.260456323174,516.83337208562,582.5455424773,658.692237605279,724.931843848504,705.471184663009
"GABBR2",391.955147228027,354.520760704859,383.37340601617,254.254570624673,249.182616557032,288.152618292623
"GABPA",1488.47051517759,1586.10917729416,1547.8150798061,1318.84738474562,1325.41371350379,1432.86452811573
"GABPB1",719.834246337789,733.010414021681,620.111152576201,646.567712059773,650.300699287957,668.896301616196
"GABPB1-IT1",1242.56041557604,1268.10058965056,1259.18049456369,1331.67059317671,1297.89848731313,1155.79826777227
"GABPB2",929.284487286338,774.816109330695,834.716396995897,722.116274931134,987.730000116665,882.27702297552
"GABRA2",47.8870899689369,59.0926687004819,59.678230116497,45.5399160673142,54.3319777890104,41.5593855827863
"GABRA3",962.186824142142,994.837239606734,853.197092932722,971.756318186464,990.93141923684,1000.55142320942
"GABRB2",9.30348424349916,5.05056851161248,9.19959290937748,12.1429850298231,2.47939526874691,8.9457505863381
"GABRB3",1056.69637512135,1102.69869972777,973.340024210021,944.820946217407,922.576274438465,902.104500296553
"GABRE",513.441084532679,636.130801157807,557.485554790826,665.424601313782,652.833459795201,740.842925937329
"GABRG1",2.96749660932271,2.01591243865757,2.83862399370368,0,2.06404272372334,0.978053874962755
"GABRG2",17.9063486309423,38.5557176377258,33.1211503431387,30.3214279058128,28.4178379732529,29.9771827584414
"GABRG3",32.555110848378,19.0544452548721,21.8201950418332,33.5521149470827,26.7307171613011,20.755508133227
"GABRP",276.942053705049,230.50331222948,302.778339083195,340.904743961901,326.407642731515,307.242367126427
"GABRR2",9.66549937056736,9.01153346880334,11.4065959447789,9.64097132280187,8.68238579504954,15.4277030446476
"GAD1",669.624290632927,621.780385474239,657.438635447091,846.528413709991,910.416702154449,838.338423663537
"GADD45A",2699.62055863451,2499.89188197802,2620.95933747459,2017.45467037373,2016.3068726999,2146.93773203694
"GADD45B",1129.44148099028,1218.14022165939,1226.58550637519,1074.66170525537,939.200680968389,864.04735405081
"GADD45G",22.4447708813265,19.9084867619541,30.0041625344282,15.8815352607419,15.2588222288503,15.2909037328716
"GADD45GIP1",474.636591975296,463.705510773263,486.653237017225,498.88054034116,406.828601986226,422.765228226972
"GADL1",98.4044968401852,88.0748855645226,82.7278412037419,103.746701222765,105.445720499115,114.333448030939
"GAGE1",22.4368500202308,23.6077565462343,31.6213706173261,29.2429902536678,50.1512747947952,40.5832767159599
"GAGE10",0.972952146691012,1.00424735946324,2.83420809552523,2.11213062699431,5.18458948669158,0.989286750122273
"GAGE12B",3.14244340574007,4.26974557234679,0,2.78987684377641,0,0
"GAGE12C",5.86492166796179,2.00858109741707,4.75363966249428,2.1161464599621,0,0
"GAGE12E",0,0,0,0,10.2345807864727,0
"GAGE12G",525.119205458463,585.765904376781,532.30061771521,598.360119305222,509.31819017153,592.080683386931
"GAGE12J",398.952282117754,669.161685370015,605.035647962452,764.965487923152,497.975753761956,774.936162779272
"GAGE13",778.884022814401,606.346072851428,882.239888115615,531.607757959761,742.429038078876,477.244025884938
"GAGE2A",54.4262132429576,64.0742885133147,67.2891175115344,56.9789358128877,70.5142448716514,39.6425037926762
"GAK",3565.23592859183,2998.35197476264,3423.15948911577,2856.44915584401,2797.3758112001,2843.86080298115
"GAL3ST2",5.23444439581911,1.03897067646571,1.95008369919364,0,5.69573686110198,7.56681145011983
"GAL3ST4",173.768758805136,159.133335762871,146.436617905084,183.400961732491,155.258901788591,137.438864404642
"GALC",2701.40099231339,2756.67259112788,2715.43350071769,2318.42553764124,2264.93023902837,2370.30243749495
"GALE",1396.74116918198,1390.24297663589,1460.42201424277,1356.7298912533,1324.10659402325,1239.07402411664
"GALK1",399.498291503491,375.703834772347,405.409094598161,305.245651378168,341.265452371143,279.735161209233
"GALK2",1639.95144194308,1734.76070846089,1753.88613135833,1485.91823591848,1449.69572035092,1461.95635562514
"GALM",1122.2570018446,1169.39726679608,1156.65745648965,1045.98831865642,936.418974392968,905.075109707096
"GALNS",1282.91115926102,1135.85953232077,1282.44622308808,1131.69088379107,1086.13596670119,1072.03222732065
"GALNT1",2077.84369261255,2247.42989093496,2033.13543654334,1601.68818716114,1789.77317742868,1651.07251165963
"GALNT10",1024.89800471818,1065.32835117113,978.675659925488,1017.84606230125,1054.5928822701,980.93534692047
"GALNT11",1015.58157413766,943.488621082819,1036.49293973809,1061.0709783773,859.599311929993,919.183670201827
"GALNT12",881.841087290101,957.278191902069,962.201527979516,867.1376905796,894.86446549171,841.934254127504
"GALNT13",280.500606304111,193.352922895141,263.274261061506,173.859460109509,272.211394451842,182.086844514706
"GALNT14",1933.62589937881,1821.32942902677,1891.11129300539,2198.56258940483,2001.31815541028,1861.20385451772
"GALNT15",35.7589018223131,40.5939197893263,38.5466376344436,39.447743198473,47.5279723948179,62.8832077841775
"GALNT16",39.2224259555225,47.4995596090432,46.2389548308704,50.6248301592823,38.2049116148989,52.0684885542439
"GALNT18",90.9613943396391,81.933386743502,86.078717713106,98.5271258789129,87.9490469959426,100.841711967806
"GALNT2",3834.05020382701,3796.27615969826,3996.17799902506,4197.91692791297,4214.0348779073,3706.33223565282
"GALNT3",4191.67180579953,4234.76017350888,4246.95997013093,3457.85128280456,3375.42918302327,3447.78642733007
"GALNT4",625.088701453138,682.396540177274,629.44000905838,497.998211092866,462.719025719745,481.708363659649
"GALNT5",112.328586095263,109.641266079367,109.320153352408,127.776714813938,89.3347092515905,131.88642118769
"GALNT6",1277.95251173016,1215.7353528266,1100.62543051563,1543.12027370074,1367.63421577548,1340.03296221777
"GALNT7",8946.07176502411,9842.06238988567,8793.15614194275,7422.09122194122,8384.67137106814,9347.31431296777
"GALNT9",127.257158253293,126.954812901792,117.18944627517,150.301464835678,170.260841843875,154.295797442991
"GALNTL5",3.88744937290235,0,2.84428683097663,0,2.06207199255114,0.997860311965378
"GALR1",21.7846581723767,14.0720191282447,12.2801571625205,20.9064361074063,17.4565521323817,21.7994782813155
"GALT",460.771378559461,395.728481773894,507.427436238415,489.527063757421,427.42232376714,430.160900748245
"GAMT",294.224961505792,312.850436938304,313.4980793159,287.411170521583,280.243980196034,246.703384007707
"GANAB",28287.9980822682,29271.2143258344,28671.2381314159,32891.9195746538,33357.9968356307,30561.3295178853
"GANC",814.661272258337,1096.14508332205,814.976611489385,927.020372806473,939.933142885252,945.791099391903
"GAP43",48.2456642139437,42.8050587926537,47.6349745555893,42.9127464861961,50.0085606534942,47.1196812005471
"GAPDH",27735.2408130014,30253.423400011,30860.2658014161,30765.6994772024,31712.9512378736,28721.2031346235
"GAPDHP1",10.7537900783305,6.99050890213236,4.73679430089325,10.5412345149173,7.15710592789585,5.01585508201702
